id,make,model,model_year_start,model_year_end,grade,cab_type,body_type,drivetrain,engine,transmission,certification_category,licence_class_note,wheelbase_mm,kerb_mass_kg,kerb_mass_basis,gvm_kg,gcm_kg,front_gawr_kg,rear_gawr_kg,published_payload_kg,payload_basis,braked_towing_kg,towball_limit_kg,usable_load_length_mm,usable_load_width_mm,cab_to_rear_axle_mm,source_id,source_locator,verification_status,customer_selectable,notes,payload_arithmetic_matches,source_url,source_published_date,source_accessed_date
toyota-hilux-my26-4x4-sr-double-manual,Toyota,HiLux,2026,,SR,double_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed manual",,"Standard light-vehicle licence subject to final configuration",3085,2000,"Maximum kerb weight; standard GVM",3080,6300,,,1080,"Derived: standard GVM minus maximum kerb weight",3500,,,,,toyota-hilux-jun-2026,"HiLux 4x4 table: SR Double-Cab Cab-Chassis manual",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x4-sr-double-auto,Toyota,HiLux,2026,,SR,double_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3085,2025,"Maximum kerb weight; standard GVM",3090,6300,,,1065,"Derived: standard GVM minus maximum kerb weight",3500,,,,,toyota-hilux-jun-2026,"HiLux 4x4 table: SR Double-Cab Cab-Chassis automatic",source_verified,0,"Toyota also lists a 3,500 kg GVM upgrade option.",1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x4-sr-extra-auto,Toyota,HiLux,2026,,SR,extra_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3085,1940,"Maximum kerb weight; standard GVM",3065,6300,,,1125,"Derived: standard GVM minus maximum kerb weight",3500,,,,,toyota-hilux-jun-2026,"HiLux 4x4 table: SR Extra-Cab Cab-Chassis automatic",source_verified,0,"Toyota also lists a 3,500 kg GVM upgrade option; model it as a separate approval/configuration before customer release.",1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x4-workmate-double-auto,Toyota,HiLux,2026,,WorkMate,double_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3085,1975,"Maximum kerb weight; standard GVM",3065,6300,,,1090,"Derived: standard GVM minus maximum kerb weight",3500,,,,,toyota-hilux-jun-2026,"HiLux 4x4 table: WorkMate Double-Cab Cab-Chassis automatic",source_verified,0,"Toyota also lists a 3,500 kg GVM upgrade option.",1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x2-workmate-single-manual,Toyota,HiLux,2026,,WorkMate,single_cab,cab_chassis,4x2,"2.8L turbo-diesel","6-speed manual",,"Standard light-vehicle licence subject to final configuration",3085,1690,"Maximum kerb weight; cab-chassis body shown by Toyota",2950,5800,,,1260,"Derived: GVM minus maximum kerb weight",2900,,,,,toyota-hilux-jun-2026,"HiLux 4x2 table: WorkMate Single-Cab Cab-Chassis manual",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x2-workmate-single-auto,Toyota,HiLux,2026,,WorkMate,single_cab,cab_chassis,4x2,"2.8L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3085,1700,"Maximum kerb weight; cab-chassis body shown by Toyota",2950,5800,,,1250,"Derived: GVM minus maximum kerb weight",2900,,,,,toyota-hilux-jun-2026,"HiLux 4x2 table: WorkMate Single-Cab Cab-Chassis automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-hilux-my26-4x4-workmate-single-auto,Toyota,HiLux,2026,,WorkMate,single_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3085,1830,"Maximum kerb weight",3065,6300,,,1235,"Derived: GVM minus maximum kerb weight",3500,,,,,toyota-hilux-jun-2026,"HiLux 4x4 table: WorkMate Single-Cab Cab-Chassis automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/hilux/files/20260630_hilux_spec_sheet_gto010060.pdf?rev=d222769888af49519347727deb13bb73,2026-06-30,2026-08-17
toyota-lc70-my25-gx-single-auto,Toyota,"LandCruiser 70",2025,,GX,single_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Check licence class after body fitment; published GVM is 3,510 kg",3180,2130,"Approximate kerb weight",3510,7010,,,1380,"Derived: GVM minus approximate kerb weight",3500,,,,,toyota-lc70-oct-2025,"Dimensions and Weights: Single-Cab GX automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/lc70/files/20251021_lc70_spec_table_gto009454.pdf?rev=4e4c662a09fe418c9a5a7b00509b16dd,2025-10-21,2026-08-17
toyota-lc70-my25-gxl-double-auto,Toyota,"LandCruiser 70",2025,,GXL,double_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Check licence class after body fitment; published GVM is 3,510 kg",3180,2185,"Approximate kerb weight",3510,7010,,,1325,"Derived: GVM minus approximate kerb weight",3500,,,,,toyota-lc70-oct-2025,"Dimensions and Weights: Double-Cab GXL automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/lc70/files/20251021_lc70_spec_table_gto009454.pdf?rev=4e4c662a09fe418c9a5a7b00509b16dd,2025-10-21,2026-08-17
toyota-lc70-my25-gxl-single-auto,Toyota,"LandCruiser 70",2025,,GXL,single_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Check licence class after body fitment; published GVM is 3,510 kg",3180,2130,"Approximate kerb weight",3510,7010,,,1380,"Derived: GVM minus approximate kerb weight",3500,,,,,toyota-lc70-oct-2025,"Dimensions and Weights: Single-Cab GXL automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/lc70/files/20251021_lc70_spec_table_gto009454.pdf?rev=4e4c662a09fe418c9a5a7b00509b16dd,2025-10-21,2026-08-17
toyota-lc70-my25-workmate-double-auto,Toyota,"LandCruiser 70",2025,,WorkMate,double_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Check licence class after body fitment; published GVM is 3,510 kg",3180,2200,"Approximate kerb weight",3510,7010,,,1310,"Derived: GVM minus approximate kerb weight",3500,,,,,toyota-lc70-oct-2025,"Dimensions and Weights: Double-Cab WorkMate automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/lc70/files/20251021_lc70_spec_table_gto009454.pdf?rev=4e4c662a09fe418c9a5a7b00509b16dd,2025-10-21,2026-08-17
toyota-lc70-my25-workmate-single-auto,Toyota,"LandCruiser 70",2025,,WorkMate,single_cab,cab_chassis,4x4,"2.8L turbo-diesel","6-speed automatic",,"Check licence class after body fitment; published GVM is 3,510 kg",3180,2145,"Approximate kerb weight",3510,7010,,,1365,"Derived: GVM minus approximate kerb weight",3500,,,,,toyota-lc70-oct-2025,"Dimensions and Weights: Single-Cab WorkMate automatic",source_verified,0,,1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/lc70/files/20251021_lc70_spec_table_gto009454.pdf?rev=4e4c662a09fe418c9a5a7b00509b16dd,2025-10-21,2026-08-17
toyota-tundra-my26-limited,Toyota,Tundra,2026,,Limited,crew_cab,pickup_tub,"part-time 4WD","3.5L V6 twin-turbo hybrid","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3700,2792,"Maximum approximate kerb weight",3536,8030,1850,1850,744,"Derived: GVM minus maximum kerb weight",4500,,,,,toyota-tundra-may-2026,"Weights and Capabilities: Limited",source_verified,0,"Tub-compatible camper or engineered tray conversion only.",1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/tundra/files/20260506-tundra_spec-table_gto009469-v1.pdf?rev=fe8c44cde59d4c339adb2c9124278b61,2026-05-06,2026-08-17
toyota-tundra-my26-platinum,Toyota,Tundra,2026,,Platinum,crew_cab,pickup_tub,"part-time 4WD","3.5L V6 twin-turbo hybrid","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3700,2834,"Maximum approximate kerb weight",3536,7980,1850,1850,702,"Derived: GVM minus maximum kerb weight",4500,,,,,toyota-tundra-may-2026,"Weights and Capabilities: Platinum",source_verified,0,"Tub-compatible camper or engineered tray conversion only.",1,https://www.toyota.com.au/-/media/toyota/main-site/vehicle-hubs/tundra/files/20260506-tundra_spec-table_gto009469-v1.pdf?rev=fe8c44cde59d4c339adb2c9124278b61,2026-05-06,2026-08-17
volkswagen-amarok-2025-aventura-tdi-v6-pick-up-tub,Volkswagen,Amarok,2025,,"Aventura TDI V6",dual_cab,pickup_tub,"4x4 4MOTION","3.0L V6 turbo-diesel","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2399,"Published kerb weight",3190,6300,1490,1785,791,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Aventura TDI V6 Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: 4MOTION 2H/4A/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-aventura-tsi-pick-up-tub,Volkswagen,Amarok,2025,,"Aventura TSI",dual_cab,pickup_tub,"4x4 4MOTION","2.3L turbo-petrol","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2292,"Published kerb weight",3100,6200,1450,1785,808,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Aventura TSI Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: 4MOTION 2H/4A/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-core-pick-up-tub,Volkswagen,Amarok,2025,,Core,dual_cab,pickup_tub,"4x4 4MOTION","2.0L single-turbo diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2276,"Published kerb weight",3250,6200,1450,1959,974,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Core Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Selectable 4MOTION 2H/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-life-pick-up-tub,Volkswagen,Amarok,2025,,Life,dual_cab,pickup_tub,"4x4 4MOTION","2.0L bi-turbo diesel","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2310,"Published kerb weight",3230,6350,1450,1959,920,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Life Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Selectable 4MOTION 2H/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-panamericana-pick-up-tub,Volkswagen,Amarok,2025,,PanAmericana,dual_cab,pickup_tub,"4x4 4MOTION","3.0L V6 turbo-diesel","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2387,"Published kerb weight",3350,6400,1490,1959,963,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: PanAmericana Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: 4MOTION 2H/4A/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-style-2-0-tdi-pick-up-tub,Volkswagen,Amarok,2025,,"Style 2.0 TDI",dual_cab,pickup_tub,"4x4 4MOTION","2.0L bi-turbo diesel","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2338,"Published kerb weight",3280,6350,1490,1959,942,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Style 2.0 TDI Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Selectable 4MOTION 2H/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
volkswagen-amarok-2025-style-3-0-tdi-v6-pick-up-tub,Volkswagen,Amarok,2025,,"Style 3.0 TDI V6",dual_cab,pickup_tub,"4x4 4MOTION","3.0L V6 turbo-diesel","10-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2386,"Published kerb weight",3350,6400,1490,1959,964,"GVM minus kerb",3500,350,1544,1530,,vw-amarok-my25-au,"Official MY25 brochure: Style 3.0 TDI V6 Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: 4MOTION 2H/4A/4H/4L. Static roof load is 350 kg; dynamic roof load is 85 kg. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.volkswagen.com.au/idhub/content/dam/onehub_pkw/importers/au/pdfs/commercial-vehicles/VW_CV_Amarok_VWCAMAROKMY25_BrochureSpec_Sep25_FA.pdf,,2026-08-18
